loop_index,completed_steps,physical_time,energy,enstrophy,forcing_rms,energy_injection_rate,enstrophy_injection_rate,viscous_energy_dissipation_rate,viscous_enstrophy_dissipation_rate,continuous_energy_rhs,continuous_enstrophy_rhs,interval_duration,observed_energy_rate,mean_continuous_energy_rhs,energy_budget_residual,mean_energy_injection_rate,mean_viscous_energy_dissipation_rate,normalized_energy_budget_residual,observed_enstrophy_rate,mean_continuous_enstrophy_rhs,enstrophy_budget_residual,mean_enstrophy_injection_rate,mean_viscous_enstrophy_dissipation_rate,normalized_enstrophy_budget_residual,forcing_sha256,all_numeric_values_finite
18390,18391,91.955,0.00306928373862879,0.022157789035776015,0.005,4.185695085175962e-05,0.000376354130853682,4.431557807155203e-05,0.0006233593595122203,-2.4586272197924097e-06,-0.0002470052286585383,0.04999999999999716,-2.618706568535838e-06,-2.464827097061964e-06,-1.5387947147387394e-07,4.1861611636946444e-05,4.432643873400841e-05,0.0034715054010376334,-0.0002172132491275998,-0.00024721752016505387,3.000427103745407e-05,0.00037636937824728304,0.0006235868984123369,0.048115621277235725,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18400,18401,92.005,0.0030691532767100904,0.022146946226478163,0.005,4.1847991465514446e-05,0.00037632623224153987,4.429389245295633e-05,0.0006229041321922913,-2.445900987441882e-06,-0.0002465778999507514,0.04999999999999716,-2.609238373991472e-06,-2.452264103617146e-06,-1.569742703743263e-07,4.185247115863703e-05,4.430473526225418e-05,0.003543058534153164,-0.00021685618595704127,-0.00024679156430464484,2.9935378347603576e-05,0.00037634018154761095,0.0006231317458522558,0.04804020746312809,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18410,18411,92.055,0.00306902330641961,0.02213612141981714,0.005,4.1839391718462426e-05,0.0003763008951025806,4.4272242839634285e-05,0.0006224487824733219,-2.432851121171859e-06,-0.0002461478873707413,0.05000000000001137,-2.599405809609981e-06,-2.4393760543068704e-06,-1.6002975530311052e-07,4.1843691591988436e-05,4.4283067646295306e-05,0.0036137910901142935,-0.00021649613322039592,-0.00024636289366074634,2.986676044035042e-05,0.0003763135636720602,0.0006226764573328066,0.047965135165512304,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18420,18421,92.105,0.0030688938458422344,0.022125314762634796,0.005,4.183114906375174e-05,0.0003762780848698827,4.425062952526959e-05,0.0006219933373281295,-2.4194804615178527e-06,-0.0002457152524582468,0.04999999999999716,-2.589211547509582e-06,-2.4261657913448558e-06,-1.6304575616472623e-07,4.183527039110708e-05,4.4261436182451935e-05,0.003683697824278192,-0.00021613314364691945,-0.00024593156991449403,2.9798426267574584e-05,0.00037628948998623163,0.0006222210599007257,0.0478904173901296,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18430,18431,92.155,0.0030687649129285495,0.022114526399147537,0.005,4.182326095291163e-05,0.0003762577671177792,4.422905279829507e-05,0.0006215378235794025,-2.4057918453834407e-06,-0.0002452800564616233,0.04999999999999716,-2.5786582736991936e-06,-2.4126361534506467e-06,-1.6602212024854696e-07,4.1827205008331686e-05,4.423984116178233e-05,0.003752773877316025,-0.0002157672697451885,-0.00024549765445993504,2.9730384714746552e-05,0.00037626792599383094,0.000621765580453766,0.04781606709887229,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18440,18441,92.205,0.0030686365254941513,0.022103756470957626,0.005,4.181572483614696e-05,0.0003762399075680957,4.420751294191525e-05,0.0006210822678975061,-2.391788105768293e-06,-0.00024484236032941035,0.04999999999999716,-2.567748687964396e-06,-2.3987899755758667e-06,-1.6895871238852907e-07,4.1819492894529296e-05,4.421828287010516e-05,0.0038210147799013173,-0.00021539856379823423,-0.00024506120839551686,2.966264459728263e-05,0.0003762488373429374,0.0006213100457384543,0.0477420972037033,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18450,18451,92.255,0.003068508701218953,0.02209300511706465,0.005,4.1808538162629576e-05,0.0003762244720963266,4.41860102341293e-05,0.0006206266967983885,-2.3774720714997237e-06,-0.0002444022247020619,0.04999999999999716,-2.5564855039678156e-06,-2.3846300886340083e-06,-1.7185541533380737e-07,4.181213149938827e-05,4.4196761588022276e-05,0.003888416462177667,-0.000215027077859557,-0.00024462229251573614,2.9595214656179134e-05,0.00037623218983221115,0.0006208544823479473,0.04766852055936837,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18460,18461,92.305,0.0030683814576465077,0.022082272473877302,0.005,4.180169838078689e-05,0.00037621142673774854,4.4164544947754605e-05,0.0006201711366415869,-2.3628465669677133e-06,-0.00024395970990383838,0.05000000000001137,-2.5448714489022016e-06,-2.3701593192337185e-06,-1.7471212966848311e-07,4.1805118271708234e-05,4.417527759094195e-05,0.003954975253043062,-0.000214652863746882,-0.0002441809673029502,2.9528103556068173e-05,0.0003762179494170376,0.0006203989167199878,0.04759534995996045,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18470,18471,92.355,0.003068254812183327,0.0220715586752254,0.005,4.1795202938587364e-05,0.0003762007376934693,4.41431173504508e-05,0.0006197156136283343,-2.347914411863438e-06,-0.00024351487593486502,0.04999999999999716,-2.532909263615468e-06,-2.3553804894155757e-06,-1.7752877419989213e-07,4.179845065968713e-05,4.4153831149102704e-05,0.004020687890036013,-0.00021427597303802333,-0.0002437372929193517,2.946131988132837e-05,0.0003762060822156089,0.0006199433751349606,0.0475225981323128,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18480,18481,92.405,0.0030681287820982063,0.022060863852372086,0.005,4.178904928382294e-05,0.0003761923713364115,4.4121727704744174e-05,0.0006192601537997652,-2.332678420921231e-06,-0.00024306778246335368,0.04999999999999716,-2.5206017024126436e-06,-2.3402964163923346e-06,-1.80305286020309e-07,4.1792126111205154e-05,4.413242252759749e-05,0.004085551521844468,-0.00021389645706631873,-0.00024329132919910935,2.9394872132790624e-05,0.0003761965545149404,0.0006194878837140498,0.04745027773030512,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18490,18491,92.455,0.003068003384521551,0.022050188134026236,0.005,4.178323486438864e-05,0.0003761862942172297,4.4100376268052477e-05,0.0006188047830352234,-2.3171414036638347e-06,-0.00024261848881799368,0.04999999999999716,-2.507951533106474e-06,-2.324909912292533e-06,-1.8304162081394104e-07,4.178614207410579e-05,4.4111051986398325e-05,0.00414956371637616,-0.0002135143669170069,-0.00024284313564067368,2.9328768723666768e-05,0.0003761893327768206,0.0006190324684174943,0.047378401327871154,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18500,18501,92.505,0.0030678786364447107,0.022039531646355144,0.005,4.177775712855911e-05,0.0003761824730701607,4.407906329271029e-05,0.0006183495270506705,-2.301306164151178e-06,-0.0002421670539805098,0.04999999999999716,-2.4949615368056347e-06,-2.3092237839075063e-06,-1.8573775289812843e-07,4.1780495996473876e-05,4.408971978038138e-05,0.004212722462817199,-0.00021312975342185726,-0.00024239277139925173,2.926301797739447e-05,0.0003761843836436952,0.0006185771550429469,0.047306981415055294,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18510,18511,92.555,0.00306775455471932,0.02202889451299736,0.005,4.17726135252623e-05,0.0003761808748188043,4.405778902599472e-05,0.0006178944113971948,-2.2851755007324254e-06,-0.00024171353657839045,0.05000000000001137,-2.48163450781067e-06,-2.2932408324418016e-06,-1.8839367536886824e-07,4.1775185326910704e-05,4.40684261593525e-05,0.004275026176057028,-0.00021274266715563142,-0.00024194029527945012,2.9197628123818703e-05,0.00037618167394448253,0.0006181219692239326,0.047236030391343393,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18520,18521,92.605,0.00306763115605664,0.022018276855075708,0.005,4.176780150435019e-05,0.0003761814665818354,4.4036553710151416e-05,0.0006174394614596201,-2.2687522058012266e-06,-0.00024125799487778469,0.04999999999999716,-2.4679732536001684e-06,-2.276963853266826e-06,-1.9100940033334236e-07,4.1770207514806243e-05,4.404717136807307e-05,0.00433647370309442,-0.00021235315843305498,-0.00024148576572808757,2.9132607295032586e-05,0.00037618117070031983,0.0006176669364284075,0.04716556055839535,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18530,18531,92.655,0.0030675084570269016,0.022007678791210496,0.005,4.176331851686658e-05,0.0003761842156786442,4.4015357582420994e-05,0.0006169847024552147,-2.2520390655544122e-06,-0.00024080048677657044,0.04999999999999716,-2.4539805947716714e-06,-2.2603956356778194e-06,-1.93584959093852e-07,4.1765560010608386e-05,4.4025955646286205e-05,0.0043970643283510824,-0.0002119612773042577,-0.00024102924082717756,2.9067963522919868e-05,0.0003761828411302398,0.0006172120819574174,0.047095584115486123,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18540,18541,92.705,0.0030673864740586605,0.02199710043753295,0.005,4.175916201531212e-05,0.00037618908963490586,4.39942008750659e-05,0.0006165301594324997,-2.2350388597537816e-06,-0.0002403410697975938,0.04999999999999716,-2.43965936482321e-06,-2.243538962654097e-06,-1.961204021691129e-07,4.1761240266089355e-05,4.400477922874345e-05,0.004456797775297306,-0.0002115670735509371,-0.00024057077828708212,2.9003704736145004e-05,0.000376186652656775,0.0006167574309438571,0.04702611315401433,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18550,18551,92.755,0.003067265223438152,0.02198654190769868,0.005,4.175532945390632e-05,0.00037619605618807625,4.397308381539736e-05,0.000616075857270154,-2.217754361491041e-06,-0.0002398798010820777,0.04999999999999716,-2.4250124101671255e-06,-2.2263966106224114e-06,-1.986157995447141e-07,4.1757245734609216e-05,4.398364234523163e-05,0.004515674213285033,-0.00021117059668543194,-0.00024011043543983575,2.893983875440381e-05,0.00037619257291149105,0.0006163030083513268,0.04695715964752601,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18560,18561,92.805,0.003067144721308656,0.02197600331290149,0.005,4.175181828884688e-05,0.00037620508329281466,4.395200662580298e-05,0.0006156218206760186,-2.2001883369561034e-06,-0.00023941673738320392,0.05000000000001137,-2.410042589921925e-06,-2.2089713492235723e-06,-2.0107124069835276e-07,4.17535738713766e-05,4.396254522060017e-05,0.004573694259269909,-0.0002107718959437142,-0.0002396482692326408,2.8876373288926624e-05,0.00037620056974044545,0.0006158488389730863,0.046888735451831504,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18570,18571,92.855,0.003067024983669864,0.02196548476188715,0.005,4.17486259785661e-05,0.00037621613912633135,4.39309695237743e-05,0.0006151680741861956,-2.1823435452081983e-06,-0.00023895193505986428,0.04999999999999716,-2.3947527758376413e-06,-2.191265941082151e-06,-2.0348683475549042e-07,4.175022213370649e-05,4.394148807478864e-05,0.0046308589824986075,-0.00021037102028679896,-0.0002391843362215341,2.8813315934735144e-05,0.000376210611209573,0.0006153949474311071,0.046820852291707786,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18580,18581,92.905,0.0030669060263772497,0.02195498636096744,0.005,4.17457499839845e-05,0.00037622919209365853,4.3909972721934876e-05,0.0006147146421642413,-2.1642227379503796e-06,-0.00023848545007058278,0.04999999999999716,-2.379145852288985e-06,-2.173283141579289e-06,-2.0586271070969593e-07,4.17471879812753e-05,4.392047112285459e-05,0.004687169910674582,-0.00020996801839424733,-0.00023871869256522353,2.87506741709762e-05,0.0003762226656099949,0.0006149413581752185,0.04675352176066213,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18590,18591,92.955,0.003066787865141452,0.021944508214034257,0.005,4.1743187768761704e-05,0.0003762442108328455,4.388901642806851e-05,0.0006142615488004528,-2.1458286593068095e-06,-0.00023801733796760733,0.04999999999999716,-2.3632247159525953e-06,-2.1550256986285945e-06,-2.081990173240008e-07,4.17444688763731e-05,4.3899494575001695e-05,0.004742629028867191,-0.00020956293866365518,-0.00023825139401909505,2.868845535543987e-05,0.000376236701463252,0.0006144880954823471,0.046686755311216646,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18600,18601,93.005,0.003066670515527658,0.02193405042257386,0.005,4.17409367995446e-05,0.000376261164220075,4.3868100845147724e-05,0.0006138088181112446,-2.127164045603126e-06,-0.00023754765389116963,0.04999999999999716,-2.3469922758816793e-06,-2.1364963524549678e-06,-2.1049592342671155e-07,4.174206228415315e-05,4.387855863660812e-05,0.004797238787399312,-0.0002091558292079251,-0.00023778249592938848,2.8626666721463378e-05,0.00037625268752646023,0.0006140351834558488,0.046620564249021945,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18610,18611,93.055,0.003066553992954993,0.021923613085681234,0.005,4.1738994546212704e-05,0.0003762800213747007,4.384722617136247e-05,0.0006133564739386158,-2.108231625149766e-06,-0.00023707645256391507,0.05000000000001137,-2.3304514532978663e-06,-2.117697835376446e-06,-2.1275361792142032e-07,4.173996567287865e-05,4.38576635082551e-05,0.0048510021032327644,-0.00020874673785249126,-0.00023731205322754235,2.8565315375051088e-05,0.00037627059279738784,0.0006135826460249303,0.04655495972728417,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18620,18621,93.105,0.0030664383126959246,0.021913196300074572,0.005,4.1737358482120836e-05,0.00037630075166420536,4.3826392600149144e-05,0.0006129045399497015,-2.089034118028308e-06,-0.00023660378828549618,0.04999999999999716,-2.3136051813690063e-06,-2.098632871589037e-06,-2.1497230977996941e-07,4.173817651416677e-05,4.383680938575581e-05,0.004903922360960463,-0.00020833571213325704,-0.00023684012042470562,2.850440829144858e-05,0.00037629038651945304,0.0006131305069441587,0.04648995274026487,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18630,18631,93.155,0.0030663234898756584,0.02190280016010978,0.005,4.1736026084339124e-05,0.0003763233247090765,4.380560032021956e-05,0.00061245303963641,-2.0695742358804343e-06,-0.00023612971492733355,0.04999999999999716,-2.2964564053239766e-06,-2.079304176954371e-06,-2.1715222836960552e-07,4.173669228322998e-05,4.381599646018435e-05,0.00495600342142012,-0.00020792279929586282,-0.00023636675160641486,2.8443952310552043e-05,0.0003763120381866409,0.0006126787897930558,0.04642555411483976,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18640,18641,93.205,0.0030662095394715597,0.02189242475779522,0.005,4.1734994833890346e-05,0.0003763477103876015,4.378484951559044e-05,0.0006120019963151409,-2.0498546817000946e-06,-0.00023565428592753937,0.04999999999999716,-2.2790080819735844e-06,-2.0597144587902645e-06,-2.1929362318331997e-07,4.1735510459114735e-05,4.3795224917905e-05,0.0050072496166965715,-0.0002075080462912139,-0.00023589200042743646,2.8383954136222548e-05,0.00037633551754833903,0.0006122275179757755,0.04636177450838732,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18650,18651,93.255,0.003066096476312564,0.021882070182806357,0.005,4.173426221598464e-05,0.00037637387884057946,4.376414036561272e-05,0.000611551433126581,-2.0298781496280775e-06,-0.00023517755428600158,0.04999999999999716,-2.2612631799154192e-06,-2.039866415664086e-06,-2.2139676425133312e-07,4.173462852493749e-05,4.377449494060158e-05,0.005057665760661556,-0.0002070914997772656,-0.00023541592010677047,2.832442032950488e-05,0.0003763607946140905,0.0006117767147208609,0.04629862439669453,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18660,18661,93.305,0.003065984315078611,0.02187173652250063,0.005,4.173382572025155e-05,0.00037640180047594795,4.374347304500126e-05,0.0006111013730355767,-2.0096473247497118e-06,-0.00023469957255962872,0.05000000000001137,-2.2432246790568302e-06,-2.0197627371888947e-06,-2.2346194186793557e-07,4.173404396811809e-05,4.375380670530699e-05,0.005107257143887126,-0.00020667320611451341,-0.00023493856342281515,2.8265357308301735e-05,0.0003763878396582637,0.0006113264030810789,0.04623611407235909,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18670,18671,93.355,0.0030658730703000776,0.0218614238619323,0.005,4.173368284096952e-05,0.00037643144597332596,4.37228477238646e-05,0.0006106518388310772,-1.9891648828950816e-06,-0.00023422039285775126,0.04999999999999716,-2.2248955706701563e-06,-1.9994061038223967e-06,-2.254894668477596e-07,4.1733754280610534e-05,4.373316038443293e-05,0.005156029540641748,-0.00020625321136656446,-0.00023445998270869,2.8206771342125528e-05,0.00037641662322463696,0.000610876605933327,0.046174253635118095,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18680,18681,93.405,0.0030657627563572174,0.02185113228386737,0.005,4.1733831077292774e-05,0.0003764627862884705,4.370226456773474e-05,0.0006102028531261473,-1.9684334904419663e-06,-0.0002337400668376768,0.04999999999999716,-2.206278857204203e-06,-1.978799186668524e-06,-2.2747967053567898e-07,4.173375695913115e-05,4.371255614579967e-05,0.005203989210261213,-0.00020583156129864782,-0.00023398022984771403,2.8148668549066207e-05,0.0003764471161308982,0.0006104273459786123,0.04611305298575608,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18690,18691,93.455,0.003065653387479617,0.02184086186879862,0.005,4.1734267933475656e-05,0.0003764957926576455,4.368172373759724e-05,0.0006097544383580433,-1.9474558041215854e-06,-0.00023325864570039785,0.04999999999999716,-2.1873775520043905e-06,-1.957944647281776e-06,-2.2943290472261462e-07,4.173404950538421e-05,4.369199415266599e-05,0.005251142896360914,-0.00020540830137501023,-0.00023349935626903732,2.8091054894027094e-05,0.00037647928947305803,0.0006099786457420954,0.046052521822057775,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18700,18701,93.505,0.0030655449777456565,0.02183061269496057,0.005,4.17349909190944e-05,0.00037653043660190337,4.3661225389921144e-05,0.0006093066167883515,-1.9262344708267416e-06,-0.00023277618018644814,0.04999999999999716,-2.1681946792141538e-06,-1.9368451374741635e-06,-2.3134954173999026e-07,4.173462942628503e-05,4.367147456375919e-05,0.005297497830127675,-0.0002049834767609815,-0.000233017412943423,2.80339361824415e-05,0.0003765131146297744,0.0006095305275731974,0.04599266962732224,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18710,18711,93.555,0.0030654375410819777,0.0218203848383446,0.005,4.173599754926641e-05,0.0003765666899312775,4.36407696766892e-05,0.0006088594105031815,-1.9047721274227907e-06,-0.00023229272057190395,0.05000000000001137,-2.1487332735754786e-06,-1.915503299124766e-06,-2.3322997445071241e-07,4.17354942341804e-05,4.3650997533305175e-05,0.005343061731241327,-0.0002045571323193669,-0.00023253445037917604,2.7977318059809142e-05,0.0003765485632665905,0.0006090830136457664,0.04593350566837566,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18720,18721,93.605,0.0030653310912629635,0.021810178372714033,0.005,4.173728534486693e-05,0.00037660452474888427,4.3620356745428065e-05,0.0006084128414134123,-1.8830714005611384e-06,-0.000231808316664528,0.04999999999999716,-2.1289963802845026e-06,-1.8939217639919646e-06,-2.3507461629253798e-07,4.173664144706667e-05,4.363056321105863e-05,0.005387842809990493,-0.0002041293126113624,-0.00023205051861821597,2.7921206006853563e-05,0.0003765856073400809,0.0006086361259582968,0.045875038986375745,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18730,18731,93.655,0.0030652256419102302,0.02179999336961925,0.005,4.173885183274334e-05,0.00037664391345493416,4.3599986739238495e-05,0.0006079669312549869,-1.861134906495156e-06,-0.00023132301780005274,0.04999999999999716,-2.108987054664483e-06,-1.8721031535281472e-06,-2.3688390113633562e-07,4.173806858880513e-05,4.3610171742333284e-05,0.00543184976514063,-0.0002037000618956957,-0.00023156566723229037,2.786560533659467e-05,0.00037662421910190924,0.0006081898863341996,0.04581727839072049,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18740,18741,93.705,0.0030651212064921264,0.02178982989841282,0.005,4.174069454592691e-05,0.0003766848287506509,4.357965979682564e-05,0.000607521701589249,-1.8389652508987261e-06,-0.0002308368728385981,0.04999999999999716,-2.088708362076496e-06,-1.850050078696941e-06,-2.3865828337955495e-07,4.173977318933512e-05,4.358982326803207e-05,0.005475091787182865,-0.00020326942412858307,-0.00023107994531932542,2.7810521190742358e-05,0.00037666437110279256,0.000607744316422118,0.04576023245180978,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18750,18751,93.755,0.003065017798323244,0.02177968802626469,0.005,4.1742811023842026e-05,0.00037672724364209753,4.355937605252938e-05,0.0006070771738033169,-1.8165650286873557e-06,-0.0002303499301612194,0.04999999999999716,-2.068163377647501e-06,-1.827765139793041e-06,-2.403982378544603e-07,4.174175278488447e-05,4.356951792467751e-05,0.005517578557331252,-0.00020283744296260606,-0.00023059340149990875,2.7755958537302694e-05,0.0003767060361963742,0.000607299437696283,0.04570390949576961,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18760,18761,93.805,0.0030649154305639396,0.021769567818177307,0.005,4.174519881251303e-05,0.00037677113144390814,4.353913563635462e-05,0.0006066333691104918,-1.7939368238415867e-06,-0.00022986223766658368,0.05000000000001137,-2.0473551860882214e-06,-1.8052509262644712e-06,-2.421042598237502e-07,4.174400491817753e-05,4.3549255844442e-05,0.005559320248514623,-0.00020240416174761416,-0.00023010608391390154,2.770192216628738e-05,0.00037674918754300284,0.0006068552714569044,0.04564831759602606,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18770,18771,93.855,0.00306481411621987,0.02175946933700079,0.005,4.174785546476857e-05,0.00037681646578292447,4.351893867400158e-05,0.0006061903085506933,-1.7710832092330089e-06,-0.00022937384276776882,0.04999999999999716,-2.026286881392479e-06,-1.7825100165372978e-06,-2.4377686485518144e-07,4.17465271386408e-05,4.35290371551781e-05,0.005600327523582322,-0.0002019696235303879,-0.00022961804021717625,2.7648416686788362e-05,0.00037679379861341633,0.0006064118388305925,0.04559346456709305,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18780,18781,93.905,0.0030647138681415354,0.02174939264344806,0.005,4.175077854044344e-05,0.0003768632206017367,4.349878528689613e-05,0.0006057480129909167,-1.7480067464526846e-06,-0.00022888479238918004,0.04999999999999716,-2.004961566692598e-06,-1.7595449778428467e-06,-2.4541658884975133e-07,4.1749317002606005e-05,4.3508861980448855e-05,0.005640611537025072,-0.00020153387105454926,-0.00022912931757847443,2.759544652392517e-05,0.0003768398431923306,0.000605969160770805,0.04553935795812316,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18790,18791,93.955,0.003064614699023841,0.021739337796110047,0.005,4.175396560657812e-05,0.0003769113701621266,4.347867559222009e-05,0.0006053065031257081,-1.724709985641973e-06,-0.0002283951329635815,0.04999999999999716,-1.9833823538835826e-06,-1.7363583660473288e-06,-2.470239878362538e-07,4.1752372073510785e-05,4.348873043955811e-05,0.005680183931319285,-0.00020109694676030443,-0.00022863996267638077,2.7543015916076336e-05,0.00037688729538193165,0.0006055272580583124,0.045486005046900695,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18800,18801,94.005,0.003064516621405667,0.021729304851470725,0.005,4.175741423761566e-05,0.0003769608890484129,4.345860970294145e-05,0.0006048657994776495,-1.7011954653257925e-06,-0.00022790491042923658,0.04999999999999716,-1.961552363481431e-06,-1.7129527254838827e-06,-2.485996379975485e-07,4.175568992209689e-05,4.346864264758077e-05,0.005719056838582564,-0.00020065889278644586,-0.00022815002169640904,2.7491128909963174e-05,0.00037693612960526974,0.0006050861513016788,0.04543341283026139,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18810,18811,94.055,0.0030644196476694507,0.02171929386392228,0.005,4.176112201559631e-05,0.0003770117521706968,4.343858772784456e-05,0.0006044259223978506,-1.6774657122482499e-06,-0.00022741417022715383,0.05000000000001137,-1.939474724328264e-06,-1.6893305887870212e-06,-2.501441355412427e-07,4.1759268126605985e-05,4.3448598715393006e-05,0.005757242878643665,-0.00020021975096882636,-0.0002276595403281952,2.7439789359368837e-05,0.0003769863206095548,0.00060464586093775,0.04538158802048566,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18820,18821,94.105,0.0030643237900407883,0.02170930488578019,0.005,4.1765086530349655e-05,0.0003770639347680081,4.341860977156038e-05,0.00060398689206644,-1.6535232412107277e-06,-0.00022692295729843188,0.04999999999999716,-1.9171525732481326e-06,-1.6654944767294888e-06,-2.516580965186439e-07,4.176310427297299e-05,4.342859874970247e-05,0.005794755155906751,-0.00019977956284182333,-0.00022716856376279286,2.7389000920969523e-05,0.0003770378434693524,0.0006042064072321453,0.04533053703690079,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18830,18831,94.155,0.003064229060588045,0.02169933796729824,0.005,4.176930537968414e-05,0.00037711741241134905,4.339867593459648e-05,0.0006035487284930479,-1.629370554912344e-06,-0.00022643131608169882,0.04999999999999716,-1.8945890548680395e-06,-1.6414468980615358e-06,-2.531421568065037e-07,4.17671959550169e-05,4.340864285307843e-05,0.005831607259948038,-0.00019933836963901853,-0.00022667713669006535,2.7338767051046826e-05,0.00037709067358967857,0.000603767810279744,0.04528026599891098,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18840,18841,94.205,0.0030641354712219846,0.021689393156683584,0.005,4.17737761695744e-05,0.0003771721610066366,4.337878631336717e-05,0.0006031114515172813,-1.6050101437927703e-06,-0.00022593929051064465,0.04999999999999716,-1.8717873212071115e-06,-1.6171903493525571e-06,-2.545969718545544e-07,4.177154077462927e-05,4.338873112398183e-05,0.005867813260707075,-0.00019889621229314278,-0.00022618530329617174,2.7289091003028954e-05,0.0003771447867089928,0.0006033300900051646,0.04523078072037706,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18850,18851,94.255,0.003064043033695408,0.021679470500111722,0.005,4.177849651434593e-05,0.00037722815679754073,4.335894100022344e-05,0.0006026750808091756,-1.5804444858775088e-06,-0.00022544692401163492,0.04999999999999716,-1.84875053153507e-06,-1.5927273148351395e-06,-2.5602321669993054e-07,4.177613634196017e-05,4.3368863656795307e-05,0.005903387709809528,-0.00019845313143724858,-0.00022569310726113978,2.7239975823891202e-05,0.0003772001589020887,0.0006028932661632285,0.04518208670208667,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
18860,18861,94.305,0.0030639517596028126,0.02166957004174142,0.005,4.178346403685735e-05,0.0003772853763682188,4.333914008348284e-05,0.0006022396358696256,-1.555676046625488e-06,-0.00022495425950140677,0.05000000000001137,-1.8254818519038859e-06,-1.5680602662514984e-06,-2.5742158565238744e-07,4.178098027560164e-05,4.334904054185314e-05,0.005938345634290314,-0.00019800916740602908,-0.00022520059175652084,2.7191424350491762e-05,0.00037725676658287977,0.0006024573583394006,0.045134189124092644,504574DB2F92E127BAA6F699C7B21A4051435479A9B16A731501C6555F2FE6BB,True
